"nome_popular" "nome_científico" "fase_ontogenetica" "srtm" "data_coleta" "obs" "lon" "lat"
"167" "Limão" "Citrus_sp" "adulto" "17m" "2021-11-06" NA -48.46327 -27.56616
"168" "Banana" "Musa_sp" "adulto" "15m" "2021-11-06" NA -48.46331 -27.56612
"169" "Pitanga" "Eugenia_uniflora" "adulto" "09m" "2021-11-06" NA -48.46338 -27.56581
"170" "Pitanga" "Eugenia_uniflora" "adulto" "08m" "2021-11-06" NA -48.46334 -27.56579
"1711" "Manga" "Mangifera_indica" "adulto" "08m" "2021-11-06" "2_Indivíduos" -48.46335 -27.56576
"172" "Pitanga" "Eugenia_uniflora" "adulto" "08m" "2021-11-06" "2_Indivíduos" -48.46346 -27.56568
"173" "Limão" "Citrus_sp" "adulto" "16m" "2021-11-06" NA -48.46252 -27.56669
"178" "Pitanga" "Eugenia_uniflora" "adulto" "7m" "2022-02-19" "dois_individuos" -48.46345 -27.56557
"214" "Pitanga" "Eugenia_uniflora" "juvenil" "11m" "2022-02-19" NA -48.46347 -27.56554
"314" "Bergamota" "Citrus_reticulata" "adulto" "10m" "2022-02-19" NA -48.46347 -27.56552
"414" "Bergamota" "Citrus_reticulata" "adulto" "11m" "2022-02-19" NA -48.46356 -27.56529
"514" "Pitanga" "Eugenia_uniflora" "juvenil" "10m" "2022-02-19" NA -48.46359 -27.56527
"613" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46363 -27.5653
"712" "Pitanga" "Eugenia_uniflora" "adulto" "10m" "2022-02-19" NA -48.46363 -27.56526
"812" "Nona" "Annona_neosalicifolia" "adulto" "8m" "2022-02-19" NA -48.46387 -27.56514
"912" "Bergamota" "Citrus_reticulata" "juvenil" "9m" "2022-02-19" NA -48.46404 -27.56502
"1012" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46412 -27.56498
"1112" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46414 -27.56498
"1212" "Nona" "Annona_neosalicifolia" "adulto" "10m" "2022-02-19" NA -48.46423 -27.56491
"1312" "Pitanga" "Eugenia_uniflora" "juvenil" "10m" "2022-02-19" NA -48.46433 -27.56483
"1412" "Café" "coffea_sp" "juvenil" "12m" "2022-02-19" NA -48.46432 -27.56481
"1512" "Café" "coffea_sp" "adulto" "10m" "2022-02-19" NA -48.46435 -27.56479
"1612" "Pitanga" "Eugenia_uniflora" "adulto" "11m" "2022-02-19" NA -48.46439 -27.56478
"179" "Pitanga" "Eugenia_uniflora" "juvenil" "10m" "2022-02-19" NA -48.46439 -27.56475
"183" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46447 -27.56468
"193" "Pitanga" "Eugenia_uniflora" "juvenil" "13m" "2022-02-19" NA -48.46473 -27.56449
"203" "Pitanga" "Eugenia_uniflora" "adulto" "10m" "2022-02-19" NA -48.46494 -27.56442
"215" "Pitanga" "Eugenia_uniflora" "adulto" "10m" "2022-02-19" NA -48.46498 -27.56432
"223" "Ingá" "Ingá_striata" "adulto" "9m" "2022-02-19" NA -48.46507 -27.56423
"233" "Ingá" "Ingá_striata" "juvenil" "9m" "2022-02-19" NA -48.46509 -27.56402
"243" "Palmeira_1" "Arecaceae" "adulto" "10m" "2022-02-19" "dois_individuos" -48.46516 -27.56402
"253" "Café" "coffea_sp" "adulto" "14m" "2022-02-19" NA -48.46513 -27.56404
"263" "Ingá" "Ingá_striata" "juvenil" "2m" "2022-02-19" NA -48.46517 -27.56406
"273" "Café" "coffea_sp" "juvenil" "17m" "2022-02-19" NA -48.46515 -27.56404
"283" "Café" "coffea_sp" "adulto" "20m" "2022-02-19" NA -48.46516 -27.564
"293" "Café" "coffea_sp" "adulto" "20m" "2022-02-19" NA -48.46515 -27.56399
"303" "Nona" "Annona_neosalicifolia" "adulto" "19m" "2022-02-19" NA -48.46516 -27.56393
"315" "Ingá" "Ingá_striata" "adulto" "19m" "2022-02-19" NA -48.46514 -27.56391
"323" "Café" "coffea_sp" "adulto" "18m" "2022-02-19" NA -48.46515 -27.56392
"333" "Ingá" "Ingá_striata" "adulto" "16m" "2022-02-19" NA -48.4651 -27.5639
"343" "Café" "coffea_sp" "adulto" "15m" "2022-02-19" NA -48.46511 -27.56384
"353" "Café" "coffea_sp" "adulto" "17m" "2022-02-19" NA -48.4651 -27.56381
"363" "Café" "coffea_sp" "adulto" "18m" "2022-02-19" NA -48.46507 -27.56383
"373" "Nona" "Annona_neosalicifolia" "juvenil" "18m" "2022-02-19" NA -48.46508 -27.56381
"383" "Nona" "Annona_neosalicifolia" "adulto" "21m" "2022-02-19" NA -48.46507 -27.56377
"393" "Pitanga" "Eugenia_uniflora" "juvenil" "20m" "2022-02-19" NA -48.46507 -27.56374
"403" "Pitanga" "Eugenia_uniflora" "juvenil" "19m" "2022-02-19" NA -48.46504 -27.5637
"415" "Pitanga" "Eugenia_uniflora" "juvenil" "20m" "2022-02-19" NA -48.46502 -27.56358
"423" "Ingá" "Ingá_striata" "adulto" "20m" "2022-02-19" NA -48.46498 -27.56349
"433" "Pitanga" "Eugenia_uniflora" "juvenil" "17m" "2022-02-19" "cinco_individuos" -48.46501 -27.56343
"443" "Pitanga" "Eugenia_uniflora" "adulto" "16m" "2022-02-19" NA -48.46502 -27.56338
"453" "Pitanga" "Eugenia_uniflora" "juvenil" "18m" "2022-02-19" NA -48.46501 -27.56328
"463" "Pitanga" "Eugenia_uniflora" "adulto" "20m" "2022-02-19" NA -48.46499 -27.56323
"473" "Pitanga" "Eugenia_uniflora" "adulto" "20m" "2022-02-19" NA -48.465 -27.56317
"483" "Nona" "Annona_neosalicifolia" "juvenil" "21m" "2022-02-19" NA -48.465 -27.56316
"493" "Café" "coffea_sp" "adulto" "21m" "2022-02-19" NA -48.46499 -27.56315
"503" "Café" "coffea_sp" "adulto" "21m" "2022-02-19" NA -48.46499 -27.56313
"515" "Nona" "Annona_neosalicifolia" "adulto" "20m" "2022-02-19" NA -48.46499 -27.56311
"523" "Pitanga" "Eugenia_uniflora" "adulto" "20m" "2022-02-19" NA -48.46497 -27.56311
"533" "Café" "coffea_sp" "adulto" "18m" "2022-02-19" NA -48.46497 -27.56307
"543" "Café" "coffea_sp" "adulto" "18m" "2022-02-19" NA -48.46494 -27.56303
"553" "Pitanga" "Eugenia_uniflora" "adulto" "19m" "2022-02-19" NA -48.4649 -27.56302
"563" "Pitanga" "Eugenia_uniflora" "adulto" "19m" "2022-02-19" NA -48.46489 -27.56296
"573" "Pitanga" "Eugenia_uniflora" "adulto" "16m" "2022-02-19" NA -48.46487 -27.56292
"583" "Nona" "Annona_neosalicifolia" "adulto" "13m" "2022-02-19" NA -48.46484 -27.56286
"593" "Café" "coffea_sp" "adulto" "12m" "2022-02-19" NA -48.46484 -27.56286
"603" "Café" "coffea_sp" "adulto" "12m" "2022-02-19" NA -48.46484 -27.56283
"614" "Café" "coffea_sp" "adulto" "12m" "2022-02-19" NA -48.46482 -27.56283
"622" "Café" "coffea_sp" "adulto" "11m" "2022-02-19" NA -48.46479 -27.56282
"632" "Café" "coffea_sp" "adulto" "11m" "2022-02-19" "dois_individuos" -48.46478 -27.56279
"642" "Pitanga" "Eugenia_uniflora" "adulto" "11m" "2022-02-19" NA -48.46479 -27.56279
"651" "Café" "coffea_sp" "adulto" "10m" "2022-02-19" NA -48.46478 -27.56277
"661" "Café" "coffea_sp" "adulto" "10m" "2022-02-19" NA -48.46477 -27.56274
"671" "Guabiroba" "Myrtaceae1" "adulto" "10m" "2022-02-19" NA -48.46479 -27.56263
"681" "Araçá" "Psidium_cattleianum" "adulto" "11m" "2022-02-19" NA -48.46479 -27.56254
"691" "Araçá" "Psidium_cattleianum" "adulto" "8m" "2022-02-19" NA -48.46478 -27.56251
"701" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46476 -27.56256
"713" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46477 -27.56256
"721" "Araçá" "Psidium_cattleianum" "adulto" "11m" "2022-02-19" NA -48.46478 -27.56252
"731" "Araçá" "Psidium_cattleianum" "juvenil" "8m" "2022-02-19" "tres_individuos" -48.46477 -27.56254
"741" "Pitanga" "Eugenia_uniflora" "adulto" "5m" "2022-02-19" "resistente a poda" -48.46466 -27.56249
"751" "Araçá" "Psidium_cattleianum" "adulto" "9m" "2022-02-19" NA -48.46482 -27.56254
"761" "Café" "coffea_sp" "juvenil" "10m" "2022-02-19" NA -48.46479 -27.56259
"771" "Nona" "Annona_neosalicifolia" "adulto" "10m" "2022-02-19" NA -48.46483 -27.56258
"781" "Nona" "Annona_neosalicifolia" "adulto" "11m" "2022-02-19" NA -48.4651 -27.56269
"791" "Limão" "Citrus_sp" "adulto" "16m" "2022-02-19" NA -48.46488 -27.56235
"801" "Nona" "Annona_neosalicifolia" "adulto" "11m" "2022-02-19" NA -48.46487 -27.56238
"813" "Jerivá" "Syagrus_romanzoffiana" "adulto" "15m" "2022-02-19" NA -48.46481 -27.56236
"821" "Pitanga" "Eugenia_uniflora" "adulto" "8m" "2022-02-19" NA -48.46479 -27.56224
"831" "Bergamota" "Citrus_reticulata" "adulto" "9m" "2022-02-19" NA -48.46478 -27.56218
"841" "Nona" "Annona_neosalicifolia" "adulto" "9m" "2022-02-19" NA -48.46478 -27.56217
"851" "Pitanga" "Eugenia_uniflora" "adulto" "13m" "2022-02-19" NA -48.46476 -27.56212
"861" "Café" "coffea_sp" "adulto" "19m" "2022-02-19" NA -48.46473 -27.56208
"871" "Nona" "Annona_neosalicifolia" "adulto" "18m" "2022-02-19" NA -48.46473 -27.562
"881" "Limão" "Citrus_sp" "adulto" "18m" "2022-02-19" NA -48.46476 -27.56201
"891" "Pitanga" "Eugenia_uniflora" "adulto" "20m" "2022-02-19" NA -48.46077 -27.5697
"901" "Pitanga" "Eugenia_uniflora" "adulto" "20m" "2022-02-19" NA -48.46472 -27.56196
"913" "Nona" "Annona_neosalicifolia" "adulto" "20m" "2022-02-19" NA -48.46476 -27.56192
"921" "Pitanga" "Eugenia_uniflora" "adulto" "22m" "2022-02-19" NA -48.46473 -27.56188
"931" "Pitanga" "Eugenia_uniflora" "adulto" "21m" "2022-02-19" NA -48.46474 -27.56183
"941" "Café" "coffea_sp" "adulto" "21m" "2022-02-19" NA -48.46475 -27.56176
"951" "Pitanga" "Eugenia_uniflora" "adulto" "24m" "2022-02-19" NA -48.46476 -27.56178
"961" "Nona" "Annona_neosalicifolia" "adulto" "22m" "2022-02-19" NA -48.46476 -27.5617
"971" "Ingá" "Ingá_striata" "adulto" "22m" "2022-02-19" NA -48.46475 -27.5617
"981" "Nona" "Annona_neosalicifolia" "adulto" "23m" "2022-02-19" NA -48.46473 -27.56169
"991" "Café" "coffea_sp" "adulto" "22m" "2022-02-19" NA -48.46468 -27.5617
"1001" "Ingá" "Ingá_striata" "adulto" "21m" "2022-02-19" NA -48.46468 -27.5616
"1013" "Pitanga" "Eugenia_uniflora" "adulto" "17m" "2022-02-19" NA -48.46465 -27.56152
"1021" "Nona" "Annona_neosalicifolia" "juvenil" "21m" "2022-02-19" NA -48.46464 -27.56147
"1031" "Ingá" "Ingá_striata" "juvenil" "21m" "2022-02-19" NA -48.46464 -27.56146
"1041" "Ingá" "Ingá_striata" "adulto" "20m" "2022-02-19" NA -48.46463 -27.56142
"1051" "Pitanga" "Eugenia_uniflora" "adulto" "21m" "2022-02-26" NA -48.46464 -27.56138
"1061" "Pitanga" "Eugenia_uniflora" "adulto" "20m" "2022-02-26" NA -48.46465 -27.56134
"1071" "Bergamota" "Citrus_reticulata" "adulto" "18m" "2022-02-26" NA -48.46467 -27.56132
"1081" "Pitanga" "Eugenia_uniflora" "adulto" "25m" "2022-02-26" NA -48.46465 -27.5612
"1091" "Ingá" "Ingá_striata" "juvenil" "24m" "2022-02-26" NA -48.46465 -27.56121
"1102" "Ingá" "Ingá_striata" "juvenil" "23m" "2022-02-26" NA -48.46468 -27.56121
"1113" "Ingá" "Ingá_striata" "juvenil" "24m" "2022-02-26" NA -48.4647 -27.56118
"1121" "Pitanga" "Eugenia_uniflora" "adulto" "27m" "2022-02-26" NA -48.46466 -27.5611
"1131" "Nona" "Annona_neosalicifolia" "adulto" "27m" "2022-02-26" NA -48.46465 -27.56105
"1141" "Pitanga" "Eugenia_uniflora" "adulto" "27m" "2022-02-26" NA -48.46465 -27.56102
"1151" "Pitanga" "Eugenia_uniflora" "adulto" "27m" "2022-02-26" NA -48.46463 -27.561
"1161" "Ingá" "Ingá_striata" "juvenil" "27m" "2022-02-26" NA -48.46464 -27.561
"1171" "Ingá" "Ingá_striata" "juvenil" "29m" "2022-02-26" NA -48.46461 -27.56097
"1181" "Ingá" "Ingá_striata" "juvenil" "30m" "2022-02-26" NA -48.46462 -27.56092
"1191" "Nona" "Annona_neosalicifolia" "adulto" "29m" "2022-02-26" NA -48.46461 -27.56089
"1201" "Ingá" "Ingá_striata" "juvenil" "28m" "2022-02-26" NA -48.46462 -27.56085
"1213" "Pitanga" "Eugenia_uniflora" "adulto" "29m" "2022-02-26" NA -48.4646 -27.56082
"1221" "Pitanga" "Eugenia_uniflora" "adulto" "28m" "2022-02-26" NA -48.46461 -27.56079
"1231" "Ingá_2" "Ingá_sp2" "adulto" "25m" "2022-02-26" NA -48.46468 -27.56124
"1241" "Juçara" "Euterpe_edulis" "juvenil" "25m" "2022-02-26" NA -48.46467 -27.56124
"1251" "Juçara" "Euterpe_edulis" "juvenil" "24m" "2022-02-26" NA -48.46461 -27.56133
"1261" "Ingá_2" "Ingá_sp2" "juvenil" "24m" "2022-02-26" NA -48.46455 -27.56131
"1271" "Ingá_2" "Ingá_sp2" "juvenil" "22m" "2022-02-26" NA -48.46006 -27.5706
"1281" "Limão" "Citrus_sp" "juvenil" "23m" "2022-02-26" NA -48.45961 -27.57084
"1291" "Pitanga" "Eugenia_uniflora" "adulto" "30m" "2022-02-26" NA -48.46469 -27.56067
"1301" "Pitanga" "Eugenia_uniflora" "adulto" "31m" "2022-02-26" NA -48.46468 -27.56063
"1313" "Pitanga" "Eugenia_uniflora" "adulto" "31m" "2022-02-26" NA -48.46463 -27.56061
"1321" "Pitanga" "Eugenia_uniflora" "adulto" "31m" "2022-02-26" NA -48.46461 -27.56061
"1331" "Pitanga" "Eugenia_uniflora" "adulto" "34m" "2022-02-26" NA -48.46467 -27.56051
"1341" "Nona" "Annona_neosalicifolia" "adulto" "36m" "2022-02-26" NA -48.46472 -27.56033
"1351" "Café" "coffea_sp" "adulto" "40m" "2022-02-26" NA -48.46481 -27.56031
"1361" "Pitanga" "Eugenia_uniflora" "adulto" "40m" "2022-02-26" NA -48.46484 -27.56029
"1371" "Nona" "Annona_neosalicifolia" "adulto" "41m" "2022-03-05" NA -48.46489 -27.56024
"1381" "Pitanga" "Eugenia_uniflora" "adulto" "38m" "2022-03-05" NA -48.46487 -27.5602
"1391" "Ingá" "Ingá_striata" "juvenil" "38m" "2022-03-05" NA -48.46488 -27.5602
"1401" "Ingá" "Ingá_striata" "juvenil" "38m" "2022-03-05" NA -48.46489 -27.5602
"1413" "Café" "coffea_sp" "adulto" "38m" "2022-03-05" NA -48.46489 -27.56019
"1421" "Ingá" "Ingá_striata" "adulto" "35m" "2022-03-05" NA -48.46489 -27.56016
"1431" "Nona" "Annona_neosalicifolia" "adulto" "33m" "2022-03-05" NA -48.46492 -27.56012
"1441" "Café" "coffea_sp" "adulto" "33m" "2022-03-05" NA -48.46491 -27.56009
"1451" "Pitanga" "Eugenia_uniflora" "juvenil" "46m" "2022-03-05" NA -48.46493 -27.5601
"1461" "Café" "coffea_sp" "adulto" "47m" "2022-03-05" NA -48.46498 -27.56005
"1471" "Café" "coffea_sp" "adulto" "47m" "2022-03-05" NA -48.465 -27.56003
"1481" "Café" "coffea_sp" "adulto" "45m" "2022-03-05" NA -48.465 -27.56001
"1491" "Nona" "Annona_neosalicifolia" "adulto" "40m" "2022-03-05" NA -48.46502 -27.56001
"1501" "Café" "coffea_sp" "adulto" "38m" "2022-03-05" "sete_individuos" -48.465 -27.56005
"1513" "Nona" "Annona_neosalicifolia" "adulto" "38m" "2022-03-05" NA -48.465 -27.5608
"1521" "Pitanga" "Eugenia_uniflora" "adulto" "36m" "2022-03-05" NA -48.46498 -27.56006
"1531" "Café" "coffea_sp" "adulto" "36m" "2022-03-05" "quatro_individuos" -48.46497 -27.56006
"1541" "Café" "coffea_sp" "adulto" "38m" "2022-03-05" NA -48.46492 -27.565995
"1551" "Café" "coffea_sp" "adulto" "36m" "2022-03-05" NA -48.46492 -27.55989
"1561" "Ingá" "Ingá_striata" "adulto" "40m" "2022-03-05" NA -48.46495 -27.55989
"1571" "Nona" "Annona_neosalicifolia" "adulto" "39m" "2022-03-05" NA -48.46494 -27.55984
"1581" "Nona" "Annona_neosalicifolia" "adulto" "42m" "2022-03-05" NA -48.46494 -27.55981
"1591" "Café" "coffea_sp" "adulto" "38m" "2022-03-05" NA -48.46503 -27.55978
"1601" "Nona" "Annona_neosalicifolia" "adulto" "38m" "2022-03-05" NA -48.46507 -27.55978
"1613" "Pitanga" "Eugenia_uniflora" "juvenil" "36m" "2022-03-05" NA -48.4651 -27.5597
"1621" "Pitanga" "Eugenia_uniflora" "adulto" "32m" "2022-03-05" NA -48.46506 -27.55965
"1631" "Café" "coffea_sp" "adulto" "31m" "2022-03-05" NA -48.46505 -27.55963
"1641" "Café" "coffea_sp" "adulto" "31m" "2022-03-05" NA -48.46505 -27.55961
"1651" "Nona" "Annona_neosalicifolia" "adulto" "31m" "2022-03-05" NA -48.46505 -27.55959
"1661" "Café" "coffea_sp" "adulto" "32m" "2022-03-05" NA -48.46507 -27.55957
"1671" "Café" "coffea_sp" "adulto" "32m" "2022-03-05" NA -48.46507 -27.55956
"1681" "Café" "coffea_sp" "adulto" "32m" "2022-03-05" NA -48.46507 -27.55956
"1691" "Pitanga" "Eugenia_uniflora" "adulto" "32m" "2022-03-05" NA -48.46511 -27.55956
"1701" "Pitanga" "Eugenia_uniflora" "juvenil" "29m" "2022-03-05" NA -48.4651 -27.55955
"1712" "Pitanga" "Eugenia_uniflora" "juvenil" "29m" "2022-03-05" NA -48.46511 -27.55952
"1721" "Pitanga" "Eugenia_uniflora" "juvenil" "27m" "2022-03-05" NA -48.4651 -27.55954
"1731" "Jerivá" "Syagrus_romanzoffiana" "adulto" "28m" "2022-03-05" NA -48.4651 -27.55949
"1741" "Ingá" "Ingá_striata" "adulto" "29m" "2022-03-05" NA -48.46519 -27.55943
"1751" "Nona" "Annona_neosalicifolia" "adulto" "30m" "2022-03-05" NA -48.46523 -27.55943
"176" "Pitanga" "Eugenia_uniflora" "adulto" "31m" "2022-03-05" NA -48.46524 -27.55944
"177" "Jerivá" "Syagrus_romanzoffiana" "juvenil" "30m" "2022-03-05" NA -48.46528 -27.55943
